,moneyness,time,iv
0,-0.2738054597576301,0.09065968278232492,1.1913280188389619
1,-0.16844494409980382,0.09065968278232492,0.7279532692695546
2,-0.15849461324663566,0.09065968278232492,1.7652975619057858
3,-0.08226724785875145,0.09065968278232492,0.8875340905613893
4,-0.064084928775561,0.09065968278232492,1.0033188742850172
5,-0.05511625879280064,0.09065968278232492,0.5756603153792424
6,-0.05155119262830441,0.09065968278232492,0.7459391211159306
7,-0.04977341438230518,0.09065968278232492,0.6282450058532792
8,-0.04445896431881263,0.09065968278232492,0.42949191422107635
9,-0.042693738794243465,0.09065968278232492,0.7614753505818377
10,-0.04093162380084415,0.09065968278232492,0.37050487990075803
11,-0.03917260839566465,0.09065968278232492,0.7191044135589213
12,-0.037416681693399706,0.09065968278232492,0.35314541666198984
13,-0.03216732580725598,0.09065968278232492,0.22403983790947432
14,-0.03042364620242909,0.09065968278232492,0.4131775543256708
15,-0.028683001724645146,0.09065968278232492,0.44632897645936803
16,-0.02694538182610431,0.09065968278232492,0.31884059414728677
17,-0.025210776013895955,0.09065968278232492,0.32570357605244077
18,-0.02347917384961801,0.09065968278232492,0.5062305179803824
19,-0.020024938981530502,0.09065968278232492,0.1276335796220895
20,-0.018302285670084257,0.09065968278232492,0.14316029937493616
21,-0.01658259479055774,0.09065968278232492,0.18328692800465698
22,-0.014865856171503149,0.09065968278232492,0.17046844563931107
23,-0.013152059693768434,0.09065968278232492,0.17301100787241855
24,-0.011441195290139075,0.09065968278232492,0.18100840234128968
25,-0.009733252944982918,0.09065968278232492,0.13717268427696866
26,-0.008028222693899049,0.09065968278232492,0.16714618790011795
27,-0.0063260946233686536,0.09065968278232492,0.1602268968716853
28,-0.004626858870408833,0.09065968278232492,0.15422894325766018
29,-0.002930505622230369,0.09065968278232492,0.1608495579349267
30,-0.0012370251158973816,0.09065968278232492,0.16226948640134065
31,0.0004535923620102482,0.09065968278232492,0.16547336541189356
32,0.002141356475729832,0.09065968278232492,0.16200316398392942
33,0.0038262768406493422,0.09065968278232492,0.16399009435711842
34,0.00550836302363421,0.09065968278232492,0.1637779691111079
35,0.0071876245433542445,0.09065968278232492,0.16106960334096554
36,0.008864070870606606,0.09065968278232492,0.15824545426616832
37,0.01053771142863629,0.09065968278232492,0.15656666549743314
38,0.012208555593453718,0.09065968278232492,0.15502047080271758
39,0.013876612694150772,0.09065968278232492,0.1535767898937514
40,0.015541892013212018,0.09065968278232492,0.15124435237587275
41,0.01720440278682551,0.09065968278232492,0.14896653675733346
42,0.01886415420518995,0.09065968278232492,0.14795548198567707
43,0.02052115541281949,0.09065968278232492,0.14490245568214877
44,0.02217541550884604,0.09065968278232492,0.14066048940845238
45,0.023826943547318843,0.09065968278232492,0.13911870725633882
46,0.025475748537502688,0.09065968278232492,0.13720290921937467
47,0.02712183944417147,0.09065968278232492,0.13396064079821873
48,0.02876522518790152,0.09065968278232492,0.13217952632259442
49,0.03040591464536146,0.09065968278232492,0.13018808200740176
50,0.032043916649599886,0.09065968278232492,0.12893540547541524
51,0.03367923999033046,0.09065968278232492,0.12697544939868186
52,0.03531189341421582,0.09065968278232492,0.13005776303917113
53,0.036941885625146914,0.09065968278232492,0.1319027434574116
54,0.038569225284522356,0.09065968278232492,0.1387622528036183
55,0.040193921011524296,0.09065968278232492,0.13836563973989605
56,0.04181598138339236,0.09065968278232492,0.144859809520111
57,0.043435414935695145,0.09065968278232492,0.14003626007182596
58,0.04505223016260051,0.09065968278232492,0.14605950422102135
59,0.046666435517141676,0.09065968278232492,0.15204797382092852
60,0.04827803941148324,0.09065968278232492,0.17042598985532934
61,0.04988705021718395,0.09065968278232492,0.16392836147061413
62,0.05149347626545768,0.09065968278232492,0.16982218643153849
63,0.053097325847432236,0.09065968278232492,0.17568670985271673
64,0.05469860721440589,0.09065968278232492,0.18152272088494856
65,0.06266677686358293,0.09065968278232492,0.22595945601068826
66,0.07057195637069616,0.09065968278232492,0.25583394665326353
67,0.07841513383172201,0.09065968278232492,0.26615319547813887
68,0.08619727427377692,0.09065968278232492,0.2933321797314791
69,0.09391932036768719,0.09065968278232492,0.3200714165601818
70,0.10158219311325646,0.09065968278232492,0.34640326022676154
71,0.10918679249847574,0.09065968278232492,0.39733700077825485
72,0.1167339981338586,0.09065968278232492,0.39794596147097194
73,0.16802729252140924,0.09065968278232492,0.568394299729194
153,-0.07906697388614872,0.10468478451804274,0.6896110363716754
154,-0.05191598482019788,0.10468478451804274,0.6309940779517879
155,-0.0430270374029519,0.10468478451804274,0.5022875854793551
156,-0.02548272775204237,0.10468478451804274,0.3062779656517432
157,-0.02374510785350162,0.10468478451804274,0.5417619277912966
158,-0.020278899877015387,0.10468478451804274,0.4238782978909486
159,-0.01682466500892783,0.10468478451804274,0.40272877560215453
160,-0.01510201169748156,0.10468478451804274,0.2014139822585776
161,-0.01338232081795502,0.10468478451804274,0.1988295748477849
162,-0.011665582198900404,0.10468478451804274,0.21078824012586622
163,-0.009951785721165778,0.10468478451804274,0.23472909875219916
