,moneyness,time,iv
74,-0.2738054597576301,0.09065968278232492,1.0492752467338453
75,-0.26275562357104515,0.09065968278232492,1.0114205033096229
76,-0.2518265530388548,0.09065968278232492,0.9739003962545201
77,-0.24101563693463926,0.09065968278232492,0.9367033079551
78,-0.2303203478178912,0.09065968278232492,0.8998178975578327
79,-0.21973823848735433,0.09065968278232492,0.8137505914502409
80,-0.209266938620059,0.09065968278232492,0.8269359301542875
81,-0.19890415158451233,0.09065968278232492,0.7909162429304227
82,-0.1886476514173233,0.09065968278232492,0.7844085831662914
83,-0.1784952799533052,0.09065968278232492,0.7694269128682615
84,-0.16844494409980382,0.09065968278232492,0.7320960657529004
85,-0.15849461324663566,0.09065968278232492,0.7114976508511207
86,-0.14864231680362408,0.09065968278232492,0.6581088854622458
87,-0.13888614185825945,0.09065968278232492,0.6364551037523939
88,-0.12922423094652247,0.09065968278232492,0.5992133680489448
89,-0.11965477993037182,0.09065968278232492,0.6022530458358328
90,-0.11017603597582798,0.09065968278232492,0.5461203501623055
91,-0.100786295625989,0.09065968278232492,0.5241795227856216
92,-0.09148390296367541,0.09065968278232492,0.49196653768691395
93,-0.08226724785875145,0.09065968278232492,0.46924984991179436
94,-0.07313476429547898,0.09065968278232492,0.42880816691007884
95,-0.064084928775561,0.09065968278232492,0.40057236786633493
96,-0.05511625879280064,0.09065968278232492,0.37206531366091694
97,-0.05333213699929921,0.09065968278232492,0.36645297851656883
98,-0.05155119262830441,0.09065968278232492,0.35780178760605097
99,-0.04977341438230518,0.09065968278232492,0.35192479235447793
100,-0.04799879102393663,0.09065968278232492,0.34585755188089656
101,-0.046227311375554546,0.09065968278232492,0.33960765344154714
102,-0.04445896431881263,0.09065968278232492,0.335562961649182
103,-0.042693738794243465,0.09065968278232492,0.33110494830145953
104,-0.04093162380084415,0.09065968278232492,0.3262692499353076
105,-0.03917260839566465,0.09065968278232492,0.3210848218394478
106,-0.037416681693399706,0.09065968278232492,0.315575380048807
107,-0.03566383286598528,0.09065968278232492,0.31151770600349166
108,-0.033914051142197685,0.09065968278232492,0.3069763085988034
